Índice,Nome,Preço,Área,Localização
5412,"Apartamentos T3 novos, com acabamentos de excelência, situados em Mira",265 000 €,"111,65 m²","Apartamento para comprar: Eiras e São Paulo de Frades, Coimbra"
5413,"Apartamentos T2 novos, com acabamentos de excelência, situado em Mira",165 000 €,"88,85 m²","Apartamento para comprar: Mira, Coimbra"
5414,"Apartamentos T1 novo, com acabamentos de excelência, situado em Mira",165 000 €,"68,86 m²","Apartamento para comprar: Mira, Coimbra"
5415,Venha conhecer este fantástico imóvel em Vilar de Andorinho:,250 000 €,109 m²,"Apartamento para comprar: Vilar de Andorinho, Vila Nova de Gaia, Porto"
5416,"Apartamento T2 com pátio e jardim, mais Anexo T1 com suite, na Ramada",295 000 €,"84,80 m²","Apartamento para comprar: Ramada e Caneças, Odivelas, Lisboa"
5417,Penthouse duplex T3+1 num dos mais exclusivos condomínios...,2 300 000 €,247 m²,"Apartamento para comprar: Cascais e Estoril, Cascais, Lisboa"
5418,Apartamento T1 para venda,215 000 €,40 m²,"Apartamento para comprar: Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa"
5419,Apartamento T3 para venda em Portimão,325 000 €,102 m²,"Apartamento para comprar: Portimão, Faro"
5420,T2 Novo com Varanda nas Antas New Two Bedroom Apartment,320 000 €,88 m²,"Apartamento para comprar: Bonfim, Porto"
5421,Apartamento T2 para venda no centro de Lagos,380 000 €,88 m²,"Apartamento para comprar: São Gonçalo de Lagos, Lagos, Faro"
5422,Apartamento T2 para venda no centro de Lagos,345 000 €,81 m²,"Apartamento para comprar: São Gonçalo de Lagos, Lagos, Faro"
5423,Apartamento T3 - Les Palaces - Lordelo do ouro,535 000 €,151 m²,"Apartamento para comprar: Lordelo do Ouro e Massarelos, Porto"
5424,"Apartamento T4 em Fraião, Braga.",345 000 €,188 m²,"Apartamento para comprar: Nogueira, Fraião e Lamaçães, Braga"
5425,"T4 Recuado c/ Terraço 82m2, próximo Marina da Afurada em Canidelo V...",1 450 000 €,181 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5426,"T3 Novo c/ Terraço 22,20m2, próximo Marina da Afurada em Canidelo V...",650 000 €,135 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5427,"T4 Novo C/ Terraço 84m2, próximo Marina da Afurada em Canidelo V.N ...",850 000 €,145 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5428,T1 junto ao Rio Douro,235 000 €,59 m²,"Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
5429,T3 Novo Canidelo V.N de Gaia,650 000 €,124 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5430,T3 Novo último piso com 3 frentes terraço c/ 137m2 Canidelo V.N de...,975 000 €,110 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5431,T3 Novo Canidelo V.N de Gaia,775 000 €,128 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5432,T4 novo em Canidelo V.N. de Gaia.,685 000 €,188 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5433,T4 novo em Canidelo V.N. de Gaia.,710 000 €,188 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5434,T3 novo em Canidelo V.N. de Gaia.,595 000 €,121 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5435,T3 novo em Canidelo V.N. de Gaia.,545 000 €,128 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5436,ÚLTIMOS Apartamentos Novos T3 | Paranhos | Arca de Água,397 000 €,115 m²,"Apartamento para comprar: Paranhos, Porto"
5437,Apartamento T3 Novo || Edifício Prestige ||Pedra Do Ouro,287 000 €,143 m²,"Apartamento para comprar: Pataias e Martingança, Alcobaça, Leiria"
5438,Apartamento T3 Duplex Novo || Edifício Prestige || Pedra Do Ouro,320 000 €,125 m²,"Apartamento para comprar: Pataias e Martingança, Alcobaça, Leiria"
5439,Apartamento T2 Duplex Novo || Edifício Prestige || Pedra Do Ouro,235 000 €,92 m²,"Apartamento para comprar: Pataias e Martingança, Alcobaça, Leiria"
5440,Apartamento T2 Duplex Novo || Edifício Prestige || Pedra Do Ouro,250 000 €,82 m²,"Apartamento para comprar: Pataias e Martingança, Alcobaça, Leiria"
5441,Apartamento T1 Novo || Edifício Prestige ||Pedra Do Ouro,165 000 €,82 m²,"Apartamento para comprar: Pataias e Martingança, Alcobaça, Leiria"
5442,Apartamento T3 Duplex Novo || Edifício Prestige || Pedra Do Ouro,380 000 €,141 m²,"Apartamento para comprar: Pataias e Martingança, Alcobaça, Leiria"
5443,Apartamento T3 Duplex Novo || Edifício Prestige || Pedra Do Ouro,310 000 €,118 m²,"Apartamento para comprar: Pataias e Martingança, Alcobaça, Leiria"
5444,Apartamento T3 Novo || Edifício Prestige || Pedra Do Ouro,281 000 €,140 m²,"Apartamento para comprar: Pataias e Martingança, Alcobaça, Leiria"
5445,Apartamento T2 Duplex Novo || Edifício Prestige || Pedra Do Ouro,235 000 €,94 m²,"Apartamento para comprar: Pataias e Martingança, Alcobaça, Leiria"
5446,Apartamento T3 Novo || Edifício Prestige || Pedra Do Ouro,285 000 €,142 m²,"Apartamento para comprar: Pataias e Martingança, Alcobaça, Leiria"
5447,Apartamento T3 Novo || Edifício Prestige ||Pedra Do Ouro,279 000 €,140 m²,"Apartamento para comprar: Pataias e Martingança, Alcobaça, Leiria"
5448,Apartamento T1 Duplex Novo || Edifício Prestige || Pedra Do Ouro,165 000 €,65 m²,"Apartamento para comprar: Pataias e Martingança, Alcobaça, Leiria"
5449,"Intendente (Lisboa ), T2 mobilado com cozinha inteirament...",450 000 €,72 m²,"Apartamento para comprar: Arroios, Lisboa"
5450,Apartamento T2 renovado - Oliveira do Douro (Quinta da Seara),229 000 €,88 m²,"Apartamento para comprar: Oliveira do Douro, Vila Nova de Gaia, Porto"
5451,Casa Geraldo 196 - R/C T2 c/Jardim (Amoreira/Cascais),495 000 €,89 m²,"Apartamento para comprar: Alcabideche, Cascais, Lisboa"
5452,Apartamento T3 DUPLEX em Fernão Ferro,340 000 €,123 m²,"Apartamento para comprar: Fernão Ferro, Seixal, Setúbal"
5453,Apartamento T5 para venda,460 000 €,155 m²,"Apartamento para comprar: Paranhos, Porto"
5454,T3 Fernão Ferro c/ Parqueamento,305 000 €,123 m²,"Apartamento para comprar: Fernão Ferro, Seixal, Setúbal"
5455,Apartamento T3 Costa - Guimarães,295 000 €,129 m²,"Apartamento para comprar: Costa, Guimarães, Braga"
5456,Apartamento T2 em Fernão Ferro,270 000 €,103 m²,"Apartamento para comprar: Fernão Ferro, Seixal, Setúbal"
5457,T2 Perto da praia,245 000 €,"90,70 m²","Apartamento para comprar: São Pedro, Figueira da Foz, Coimbra"
5458,Apartamento no Cacém T3 duplex | Totalmente remodelado | 3 MINUTOS A P,225 000 €,101 m²,"Apartamento para comprar: Agualva e Mira-Sintra, Sintra, Lisboa"
5459,A Estrear T2 Duplex Fernão Ferro,280 000 €,120 m²,"Apartamento para comprar: Fernão Ferro, Seixal, Setúbal"
5460,T4+1 com 2 Estacionamentos (junto Liceu Francês e Amoreiras)_CONDIÇÕES,799 500 €,140 m²,"Apartamento para comprar: Campolide, Lisboa"
5461,A Estrear T2 Fernão Ferro,260 000 €,105 m²,"Apartamento para comprar: Fernão Ferro, Seixal, Setúbal"
5462,Apartamento T2 em Barreiro,157 000 €,75 m²,"Apartamento para comprar: Alto do Seixalinho, Santo André e Verderena, Barreiro, Setúbal"
5463,T2 Jardim Privativo 35m2 Two Bedroom Apartment Private Garden Boavista,357 000 €,81 m²,"Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
5464,"Apartamento T2, em construção, no centro de Matosinhos",199 900 €,89 m²,"Apartamento para comprar: Custóias, Leça do Balio e Guifões, Matosinhos, Porto"
5465,Apartamento T3 no centro da Póvoa de Lanhoso!,179 990 €,95 m²,"Apartamento para comprar: Nossa Senhora do Amparo, Póvoa de Lanhoso, Braga"
5466,"Apartamento T3 Condomínio Fechado Natura Park, Maia",334 900 €,158 m²,"Apartamento para comprar: Milheirós, Maia, Porto"
5467,"Penthouse T4 em Estarreja, Aveiro, Portugal",429 000 €,150 m²,"Apartamento para comprar: Beduído e Veiros, Estarreja, Aveiro"
5468,"apartment, Loures",290 000 €,90 m²,"Apartamento para comprar: Camarate, Unhos e Apelação, Loures, Lisboa"
5469,Apartamento T2 NOVO - Guifões - Matosinhos,240 000 €,79 m²,"Apartamento para comprar: Custóias, Leça do Balio e Guifões, Matosinhos, Porto"
5470,Apartamento T2 NOVO - Guifões - Matosinhos,255 000 €,79 m²,"Apartamento para comprar: Custóias, Leça do Balio e Guifões, Matosinhos, Porto"
5471,Apartamento T2 NOVO - Guifões - Matosinhos,275 000 €,89 m²,"Apartamento para comprar: Custóias, Leça do Balio e Guifões, Matosinhos, Porto"
5472,Apartamento T2 NOVO - Guifões - Matosinhos,250 000 €,89 m²,"Apartamento para comprar: Custóias, Leça do Balio e Guifões, Matosinhos, Porto"
5473,T3 Penthouse Novo junto ao futuro interface Metro e Comboio na Esta...,415 000 €,120 m²,"Apartamento para comprar: Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto"
5474,T2 Novo junto ao futuro interface Metro nas Devesas 2 suites Garage...,280 000 €,88 m²,"Apartamento para comprar: Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia, Porto"
5475,Apartamento T4 em Braga,320 000 €,147 m²,"Apartamento para comprar: Nogueira, Fraião e Lamaçães, Braga"
5476,Apartamento T1 no Empreendimento Asprela Easy,230 000 €,60 m²,"Apartamento para comprar: Paranhos, Porto"
5477,Penthouse T4 com vista mar,1 350 000 €,195 m²,"Apartamento para comprar: Carcavelos e Parede, Cascais, Lisboa"
5478,"Apartamento T2 na Maia, Porto.",262 500 €,94 m²,"Apartamento para comprar: Cidade da Maia, Maia, Porto"
5479,APARTAMENTO T3 NO CARREGADO COM EXCELENTE LOCALIZAÇÃO,160 000 €,111 m²,"Apartamento para comprar: Carregado e Cadafais, Alenquer, Lisboa"
5480,Apartamento T2 de Luxo em Olhão,330 000 €,102 m²,"Apartamento para comprar: Quelfes, Olhão, Faro"
5481,Apartamento T3 Belas Clube de Campo,545 000 €,148 m²,"Apartamento para comprar: Queluz e Belas, Sintra, Lisboa"
5482,Apartamento T1 para venda,336 175 €,"70,10 m²","Apartamento para comprar: São Vicente, Braga"
5483,Apartamento T2 para venda,498 753 €,"100,54 m²","Apartamento para comprar: São Vicente, Braga"
5484,Apartamento T1 para venda,243 348 €,"53,54 m²","Apartamento para comprar: São Vicente, Braga"
5485,Apartamento T2 para venda,495 550 €,"109,84 m²","Apartamento para comprar: São Vicente, Braga"
5486,Apartamento T2 para venda,425 560 €,"106,39 m²","Apartamento para comprar: São Vicente, Braga"
5487,"Apartamento T3 com logradouro, varandas e garagem em préd...",372 000 €,143 m²,"Apartamento para comprar: São Victor, Braga"
5488,Confortável Apartamento T2 - Urbanização Maninhos Maia,255 000 €,95 m²,"Apartamento para comprar: Cidade da Maia, Maia, Porto"
5489,"apartment, Matosinhos",289 900 €,103 m²,"Apartamento para comprar: Matosinhos e Leça da Palmeira, Matosinhos, Porto"
5490,Excelente Negócio T4 Carnaxide,295 000 €,100 m²,"Apartamento para comprar: Carnaxide e Queijas, Oeiras, Lisboa"
5491,T3 na Afurada / Canidelo no Marina Douro,730 000 €,125 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5492,T3 na Afurada / Canidelo no Marina Douro,940 000 €,137 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5493,T3 na Afurada / Canidelo no Marina Douro,695 000 €,137 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5494,T4 na Afurada / Canidelo no Marina Douro,1 025 000 €,159 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5495,T2 na Afurada / Canidelo no Marina Douro,525 000 €,120 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5496,T4 na Afurada / Canidelo no Marina Douro,910 000 €,159 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5497,Apartamento T2 em Feijo,195 000 €,"119,55 m²","Apartamento para comprar: Laranjeiro e Feijó, Almada, Setúbal"
5498,Lindo T2 Lavradio,140 000 €,"61,50 m²","Apartamento para comprar: Baixa da Banheira e Vale da Amoreira, Moita, Setúbal"
5499,"Venda de Excelente Apartamento T5 (6 assoalhadas), Remodelado Recentem",835 000 €,218 m²,"Apartamento para comprar: Alvalade, Lisboa"
5500,T2 Rooftop 67m2 Vistas Mar New Two Bedroom Apartment Sea Views Gaia,637 000 €,115 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5501,Apartamento T2 Novo,440 000 €,99 m²,"Apartamento para comprar: Matosinhos e Leça da Palmeira, Matosinhos, Porto"
5502,"Apartamento T2 com 1 suite, ótimas áreas, e uma arrecadaç...",195 000 €,89 m²,"Apartamento para comprar: Rio de Mouro, Sintra, Lisboa"
5503,"Apartamento T3, Seixal (Grande Lisboa) em condomínio fech...",467 000 €,"150,24 m²","Apartamento para comprar: Seixal, Arrentela e Aldeia de Paio Pires, Seixal, Setúbal"
5504,T1 com Varanda na Baixa do Porto One New Bedroom Downtown Porto,395 000 €,51 m²,"Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
5505,Apartamento T4 Triplex Póvoa de Varzim junto Praia,460 000 €,270 m²,"Apartamento para comprar: Póvoa de Varzim, Beiriz e Argivai, Povoa de Varzim, Porto"
5506,"Unique Tagus, Alcochete, T1 luminoso com terraço privativo",345 000 €,"84,30 m²","Apartamento para comprar: Alcochete, Setúbal"
5507,"Faro, T2 com amplo terraço orientado a Sul",365 000 €,"129,90 m²","Apartamento para comprar: Faro (Sé e São Pedro), Faro"
5508,Apartamentos T3 com Varandas e Terraço (189m2) no Centro de Vila Nova,435 000 €,150 m²,"Apartamento para comprar: Vila Nova de Famalicão e Calendário, Vila Nova de Famalicão, Braga"
5509,"Estúdio, apartamento turístico no Upon Bay Mundet Seixal,...",275 000 €,"70,60 m²","Apartamento para comprar: Seixal, Arrentela e Aldeia de Paio Pires, Seixal, Setúbal"
5510,Apartamento T2 para venda,398 000 €,62 m²,"Apartamento para comprar: Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa"
5511,TO com Terraço New Studio at Porto Investimento ou Habitação,245 000 €,54 m²,"Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
5512,"Apartamento T4 Triplex, garagem, varanda e terraço, junto à Praia, Leç",639 800 €,196 m²,"Apartamento para comprar: Matosinhos e Leça da Palmeira, Matosinhos, Porto"
5513,Apartamento T1 com terraço + Estúdio independente. Com es...,285 000 €,70 m²,"Apartamento para comprar: Santiago (Sesimbra), Sesimbra, Setúbal"
5514,Apartamento T3 para venda,235 000 €,154 m²,"Apartamento para comprar: Lourosa, Santa Maria da Feira, Aveiro"
5515,Apartamento T2 NOVO Último Piso - Senhora da Hora - Matosinhos,275 000 €,83 m²,"Apartamento para comprar: São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto"
5516,T2 Novo com Varanda na Constituição New Two Bedroom Apartment Porto,390 000 €,94 m²,"Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
5517,"Apartamento T3 Venda em Póvoa de Varzim, Beiriz e Argivai,Póvoa de Var",332 500 €,"130,50 m²","Apartamento para comprar: Aver-O-Mar, Amorim e Terroso, Povoa de Varzim, Porto"
5518,Apartamento T3 em Queluz,215 000 €,70 m²,"Apartamento para comprar: Queluz e Belas, Sintra, Lisboa"
5519,Apartamento T3 em maximinos,209 900 €,101 m²,"Apartamento para comprar: Braga (Maximinos, Sé e Cividade), Braga"
5520,"Apartamento T3, Penafiel",265 000 €,148 m²,"Apartamento para comprar: Penafiel, Porto"
5521,"Apartamento T2 com garagem e arrecadação nas Gambelas, Faro",398 696 €,132 m²,"Apartamento para comprar: Montenegro, Faro"
5522,Apartamento T2 / Aspiração Central / Garagem Fechada / Parceiros,249 000 €,131 m²,"Apartamento para comprar: Parceiros e Azoia, Leiria"
5523,APARTAMENTO T2 DUPLEX,222 000 €,137 m²,"Apartamento para comprar: Pombal, Leiria"
5524,Apartamento T0+1 ( novo) centro de Vila Nova de Gaia,307 000 €,45 m²,"Apartamento para comprar: Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto"
5525,T2 c/ Lugar de Garagem - Mafamude (Laborim),190 000 €,107 m²,"Apartamento para comprar: Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto"
5526,T4 na Afurada / Canidelo no Marina Douro,1 030 000 €,159 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5527,T4 na Afurada / Canidelo no Marina Douro,1 040 000 €,159 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5528,T4 na Afurada / Canidelo no Marina Douro,900 000 €,159 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5529,T3 na Afurada / Canidelo no Marina Douro,805 000 €,137 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5530,T3 na Afurada / Canidelo no Marina Douro,745 000 €,137 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5531,T3 na Afurada / Canidelo no Marina Douro,715 000 €,137 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5532,T3 na Afurada / Canidelo no Marina Douro,715 000 €,125 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5533,T2 na Afurada / Canidelo no Marina Douro,525 000 €,120 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5534,Apartamento T1+1 (novo) Centro de Vila Nova de Gaia,250 000 €,48 m²,"Apartamento para comprar: Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto"
5535,Apartamento T0+1 (novo) Centro de Vila Nova de Gaia-Porto,199 000 €,29 m²,"Apartamento para comprar: Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto"
5536,Apartamento T0+1( Novo) Centro De Gaia - Porto,316 000 €,50 m²,"Apartamento para comprar: Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto"
5537,Apartamento T0+1 (novo) Centro de Vila Nova de Gaia -Porto,193 000 €,39 m²,"Apartamento para comprar: Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto"
5538,T2 na Afurada / Canidelo no Marina Douro,515 000 €,116 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
5539,"VENDA DE APARTAMENTO T4 EM ODIVELAS, COM GARAGEM E ARRECADAÇÃO A 200 M",325 000 €,127 m²,"Apartamento para comprar: Odivelas, Lisboa"
5540,T2 Novo nas Antas Visitas em Curso,345 000 €,"101,30 m²","Apartamento para comprar: Campanhã, Porto"
5541,"T2 com remodelação completa e muita luz natural no Lavradio, Barreiro",165 000 €,61 m²,"Apartamento para comprar: Barreiro e Lavradio, Barreiro, Setúbal"
5542,T3 Cascais c/ Garagem,448 000 €,95 m²,"Apartamento para comprar: São Domingos de Rana, Cascais, Lisboa"
